T9_peak,tau_s,rho0,X_He4,X_O16,X_Ne20,X_Mg24,X_Si28,X_S32,baryon_drift,phi_net_O16_to_Ne20,phi_net_Ne20_to_Mg24,phi_net_Mg24_to_Si28,phi_net_Si28_to_S32
1.0,0.020000000000000004,1000000.0,0.1479320118115983,0.6036390654668601,0.23075409519057596,0.017406476141261704,0.00026831362378865236,3.776591525310036e-08,nan,nan,nan,nan,nan
1.2083333333333333,0.020000000000000004,1000000.0,0.03772915499112898,0.301221057326026,0.4549296163537001,0.1790933485210558,0.026967815508228455,5.9007299860690314e-05,nan,nan,nan,nan,nan
1.4166666666666667,0.020000000000000004,1000000.0,0.00024925274894646305,0.2920883772652889,0.3402105756053957,0.27132280783474805,0.0951551593325775,0.0009738272130434233,nan,nan,nan,nan,nan
1.625,0.020000000000000004,1000000.0,1.2018997653799647e-10,0.345036124839395,0.23757004067965787,0.2797149930573608,0.1342846407939782,0.0033942005094181322,nan,nan,nan,nan,nan
1.8333333333333335,0.020000000000000004,1000000.0,2.442230034450598e-13,0.38456029511646694,0.16860100736512726,0.2711920967219694,0.16717214797193536,0.008474452824256738,nan,nan,nan,nan,nan
2.041666666666667,0.020000000000000004,1000000.0,-1.053499155192464e-12,0.41508168366092374,0.12219764594303682,0.2519976997765641,0.1932034729376092,0.017519497682919553,nan,nan,nan,nan,nan
2.25,0.020000000000000004,1000000.0,-1.5963342143298905e-12,0.4391890206342749,0.09167539873122776,0.22713320285882824,0.21066271115858826,0.0313396666186772,nan,nan,nan,nan,nan
2.4583333333333335,0.020000000000000004,1000000.0,-3.974089526892344e-13,0.45964011414657363,0.07012260421564556,0.20076903573712385,0.21954318316799706,0.049925062733057274,nan,nan,nan,nan,nan
2.666666666666667,0.020000000000000004,1000000.0,5.398537805769291e-13,0.4824815331364392,0.04550834796709757,0.17495262844627255,0.22327140802358583,0.07378608242606495,nan,nan,nan,nan,nan
2.875,0.020000000000000004,1000000.0,-1.0099757789191996e-12,0.5129500072077849,0.011141171965496199,0.14454044102544572,0.2252959991854495,0.10607238061683356,nan,nan,nan,nan,nan
3.0833333333333335,0.020000000000000004,1000000.0,6.657314016575522e-14,0.5298954473231787,9.99014944848599e-05,0.11753266317167665,0.2160694026527833,0.13640258535780989,nan,nan,nan,nan,nan
3.291666666666667,0.020000000000000004,1000000.0,2.0429818066385697e-13,0.5394607692699686,2.7160421630958243e-05,0.09305811198589485,0.2065249475572076,0.16092901076509386,nan,nan,nan,nan,nan
3.5,0.020000000000000004,1000000.0,1.2714090295312836e-13,0.5512536431167396,4.18925786669171e-05,0.05105811638982221,0.2219129478674963,0.17573340004714785,nan,nan,nan,nan,nan
3.7083333333333335,0.020000000000000004,1000000.0,-1.2047044835864385e-13,0.5638866718238159,7.483276189319322e-05,0.0038738823994855127,0.24343993930286517,0.18872467371206073,nan,nan,nan,nan,nan
3.916666666666667,0.020000000000000004,1000000.0,1.0185584054230271e-12,0.5622767331708617,6.624701626263954e-05,0.000958522830178797,0.2615480775665439,0.17515041941513448,nan,nan,nan,nan,nan
4.125,0.020000000000000004,1000000.0,1.1580564906252687e-13,0.5506710616141545,2.7874179762099535e-05,0.0005659772959817798,0.34386488352732647,0.10487020338265944,nan,nan,nan,nan,nan
4.333333333333334,0.020000000000000004,1000000.0,-8.715205113525262e-14,0.5421198238325553,1.1478299314019041e-05,0.0004998066690712232,0.4039468087217193,0.05342208247742724,nan,nan,nan,nan,nan
4.541666666666667,0.020000000000000004,1000000.0,3.3201717438060406e-14,0.5381350078819188,5.864732156040737e-06,0.0007686598414658743,0.4312367733161975,0.02985369422822849,nan,nan,nan,nan,nan
4.75,0.020000000000000004,1000000.0,-4.48500102320813e-14,0.5374830527949142,5.054321874662092e-06,0.0008874107857004061,0.4355267771211876,0.026097704976367955,nan,nan,nan,nan,nan
4.958333333333334,0.020000000000000004,1000000.0,-8.383592547442198e-14,0.5374778487166849,5.0479810480371674e-06,0.0008885307776715123,0.43556061898262716,0.026067953542052248,nan,nan,nan,nan,nan
5.166666666666667,0.020000000000000004,1000000.0,-3.0210878653697e-14,0.5374778487280014,5.047971141108393e-06,0.000888530778467878,0.43556061901055665,0.026067953511863133,nan,nan,nan,nan,nan
5.375,0.020000000000000004,1000000.0,-3.2062812172126625e-14,0.5374778489921148,5.047972410341026e-06,0.0008885307024880092,0.43556061725053574,0.026067955082483198,nan,nan,nan,nan,nan
5.583333333333334,0.020000000000000004,1000000.0,-7.200377902401766e-14,0.5374778489952022,5.0479876811645195e-06,0.000888530714932387,0.4355606171304065,0.026067955171849833,nan,nan,nan,nan,nan
5.791666666666667,0.020000000000000004,1000000.0,2.895682893314476e-14,0.5374778486241242,5.047939911496336e-06,0.0008885308110474098,0.43556061993680134,0.026067952688086524,nan,nan,nan,nan,nan
6.0,0.020000000000000004,1000000.0,-1.1183932700887544e-14,0.5374778488364448,5.0480050454006984e-06,0.0008885307663804637,0.43556061816607033,0.026067954226070104,nan,nan,nan,nan,nan
1.0,0.02354075635897432,1000000.0,0.14086331002839528,0.5788983052697717,0.25735864760739285,0.022476781604091556,0.0004028896256891531,6.586465935667128e-08,nan,nan,nan,nan,nan
1.2083333333333333,0.02354075635897432,1000000.0,0.029253733463385573,0.2842551243563553,0.45872562723338905,0.19549118649626587,0.03219652792627671,7.780052432759447e-05,nan,nan,nan,nan,nan
1.4166666666666667,0.02354075635897432,1000000.0,7.896851648023187e-05,0.2935203669361778,0.33663362531850943,0.2724722184172692,0.09628047516189715,0.0010143456496661282,nan,nan,nan,nan,nan
