i,success,f_si28_ag_s32,f_s32_ga_si28,f_mg24_ag_si28,f_ne20_ga_o16,X32,X28,XO16
134,1,0.6010032738589851,0.9543877228910241,0.685210094056328,0.7547021907043588,0.047170418782846536,0.37954028332331796,0.532022016069508
135,1,0.8875211555364179,0.4224524088244326,0.9871230070801948,1.9762281260301684,0.15748348748833527,0.27457575975588666,0.5571902556751787
136,1,1.6169711896830725,0.30068558702884446,0.3958304271638942,0.3982466075306099,0.12770471977698933,0.20375346920487597,0.5220640380679387
137,1,0.8425183231683946,1.804888749315116,1.2499576590477428,0.2977879702528893,0.06720453327121202,0.38574729974767363,0.5437864483419655
138,1,1.0386414734920821,1.7467207414272972,0.7333238445726742,3.7260948630924546,0.16774144275982839,0.2704520033231451,0.5611394647314824
139,1,0.63761644356174,2.247732854722415,5.074205633650905,0.4140691942057111,0.08899380753934322,0.36261719594847286,0.5480529940309949
140,1,0.7996390853569366,1.4873352173353132,9.19232338102883,0.2907102449045668,0.127330807856665,0.31793378593914984,0.554437388993554
141,1,1.4784786847458433,1.2174157171791524,0.7469424852422493,0.5617515355806001,0.09693777652886967,0.3330764262498219,0.543626851118605
142,1,0.6953847218211516,0.8111177357526776,0.41595097903737915,2.969241551167838,0.08495252841609194,0.33023685467754005,0.5368287539090247
143,1,0.46501286790584634,0.7442934429924412,0.6332215339384345,0.751664119360397,0.040390367335821846,0.3733904419827681,0.5268757838120965
144,1,1.066334297410961,0.5925443752646308,0.8494953902565637,3.2910776468419334,0.19099937548038856,0.2403282162873922,0.564163312419302
145,1,2.0742452488052256,0.8195799027802619,1.8713424981668756,0.5881008126890805,0.21771714282068,0.21215816341908983,0.5694618571552967
146,1,1.1689054188115402,0.37276682653400134,0.4536954244967009,0.5495827379878166,0.1074961045716707,0.249741050115101,0.5250998655399874
147,1,2.351043798126475,1.1727553144111924,1.4599195029486767,1.1104419963894605,0.2251847068883222,0.20354503437170537,0.5707403583467224
148,1,1.2884572478283305,1.3361144956235964,1.6966659986022024,1.117833199174785,0.18573631603252064,0.24972427540898165,0.5642064348664826
149,1,0.5311162058676301,0.5790609813335796,2.313406408300281,2.6518016136508336,0.1865691196679612,0.2489272475212383,0.5644016785635608
150,1,1.4716662448337061,0.3210187398591468,2.968596519336924,1.2499155757864202,0.25750503182929746,0.16615176888780386,0.5762196508653604
151,1,0.9498245682325719,1.0136697005549662,0.7730274333429458,3.369017952063838,0.1651095317586765,0.2723078150377568,0.5603546953845666
152,1,3.1973427941907677,0.4792417375756935,0.8771243489950231,1.2331645538075235,0.22045305459058356,0.18928438430874234,0.5643060510497789
153,1,2.4139010017041405,0.1866893332574636,1.9018795320341564,3.164838687394946,0.3278238659926366,0.08387676276617471,0.5878753794482039
154,1,0.7939131406664325,0.9650433346994272,2.3603558884332294,1.2885786428812025,0.17532873432909465,0.2619663747398913,0.56250074635642
155,1,0.39458812854674935,0.4420132869794951,0.4858459169407324,0.37178324839431603,0.04009730552513993,0.3247722853093999,0.5128375312986255
156,1,0.9862191090356535,0.6914328243430332,1.018738304672407,1.6136884734553114,0.14689862194213887,0.2907263662039223,0.5565109475943055
157,1,3.4070199182804903,1.1498530294373948,0.27273816483839736,2.592003956957539,0.1422710973448334,0.22214217437924383,0.5346040289910735
158,1,0.9118131935980498,2.215713065964836,0.7245568745459596,1.220588620948244,0.06522800599563287,0.3841508174853511,0.5423665697122579
159,1,0.9008509136547809,0.971335446748965,2.39130924982486,0.6283319000657006,0.15759959279751376,0.28255630106572627,0.5595101620290701
160,1,1.1072972999466622,1.1511844875841428,0.7553258467025908,0.21548066442625455,0.06485452049670286,0.3607391698303238,0.5354782128818588
161,1,1.257602803717571,0.13862313953132324,0.3491123149121717,0.7188013843280951,0.13860128381324902,0.1724731785709745,0.5185776328051517
162,1,1.329833194545394,1.7943942541932656,1.7523892023889778,1.493416682111409,0.1970358586436417,0.2365579481729819,0.5660943738420406
163,1,0.7685605068165529,2.292441670181592,0.8219930891579024,2.148480539675539,0.10122337591604,0.347875153239611,0.5499990728216753
164,1,0.2104600699969719,0.5110265946892233,0.6639393368951249,0.9875758321135192,0.02569557042787312,0.38574407769372976,0.5230593675450756
165,1,0.18887536919782325,1.7368722803667271,1.9626335006414564,1.7057981371490583,0.05165258916000282,0.4062255231449695,0.5418770040388373
166,1,0.6918867169827765,2.7067431323721873,0.6773381544810153,1.8537076756720459,0.05699205426299149,0.3968291584621332,0.5418716941315067
167,1,0.9500022187608583,0.976377817554726,0.8887000211063164,0.9750670682857498,0.09961467599518986,0.34057047170623966,0.5471086502039088
168,1,2.1351072038809567,2.678480266330558,2.6570758355530333,1.8549468223239554,0.24242128259849258,0.18368335998261376,0.5736792806050244
169,1,1.5707288115058609,1.3525261169570497,3.3412382131612706,0.7292412258100165,0.21746555036742754,0.21276162699614318,0.569498738551811
170,1,0.6385682967166608,1.0230313330690433,0.3122392990585831,0.8398863501027736,0.03089766336460926,0.32315997845674976,0.5077785600117406
171,1,0.950146578934928,0.4861062126391011,0.6639982858239484,1.5997466238303089,0.12325139145636624,0.2924935778813315,0.5451938829422129
172,1,0.8437388410986465,1.0427224971671436,2.0226329284693723,0.6471200207379053,0.1411405066912589,0.3017093123851295,0.5567545275370144
173,1,0.4486283607141815,0.9614740407981558,1.326725928208,0.2825514820929672,0.044531569669279465,0.4076262737512362,0.5387119076819477
174,1,1.5580674065572433,0.7963441629835023,0.7433661730789908,0.545677986522584,0.11693388684428054,0.301055922523737,0.5444774399833727
175,1,0.8712009660209077,1.9278856734591814,1.4261388966799702,1.7351691264011948,0.15182385438741283,0.2892786731709126,0.5585528226890166
176,1,0.7701249503615428,2.983112008533802,2.397161214036824,0.9796755217930444,0.10956936229561565,0.3385694651406082,0.5514962426597371
177,1,0.16146269031058935,1.0359582852997808,6.673149089563519,0.956664772460304,0.056243676563520036,0.40096957511931075,0.5426612802626546
178,1,0.4908312669644982,3.233928459348065,0.6499685692925339,1.400374746425569,0.016439498871264176,0.4369621449829183,0.5330636570942177
179,1,1.689277923997427,0.3598307978256734,1.0873228699631006,2.272944800873935,0.2310338123019681,0.1911233973152261,0.5701222185436636
180,1,0.7942700176912947,1.5657678498579417,0.9816358154780337,2.0300849612138006,0.1268690050515586,0.31812266588971405,0.5543211723775157
181,1,3.584821314068499,0.46675768460895517,0.8182450062027552,1.3106008043422412,0.22514625183218817,0.1798865601592021,0.5639678273318011
182,1,0.6448313648787812,0.5636197262952505,0.7853623712145525,0.8281081700650238,0.0773852776496498,0.34652282979198346,0.5376963445095184
183,1,0.6347706095831699,1.2533184891350488,1.7455940460083283,1.6733314673187474,0.14635025766251356,0.29573806724775425,0.557662071475556
184,1,1.5988472089268513,2.279039176461027,0.38900181326943983,0.9226074157268838,0.050143269090733064,0.3535396826645938,0.526080321189931
185,1,1.1394783340044776,1.4379090107912715,0.3274665803987051,3.666203935264121,0.09370216317296026,0.32131898190911096,0.5386556258725032
186,1,0.5405265980414499,1.200105760193539,1.664147794024737,2.118610882947619,0.14458133429535872,0.297820774457734,0.5573741844340085
187,1,0.6224038511554569,0.6877918413067893,1.2922898661273898,1.5005059943811467,0.1242405518750511,0.32040774862124494,0.5536607461362517
188,1,1.8778459170778383,0.9621706719410505,0.6192202158990497,0.39773308361921844,0.10640760435663442,0.30003643890695497,0.5389211810869723
189,1,3.341422743764983,0.38724735932819476,1.6231659320430833,1.213444036516669,0.2760442408535318,0.14198123295923246,0.5785854489364184
190,1,1.6955719015854918,1.9362158039683945,2.54554444089952,0.9622096980513073,0.20992095849279543,0.22152738402097896,0.5682348944189144
191,1,1.318373606672533,0.25976134245125543,1.034259782850186,0.5353811035975209,0.16271300748130252,0.24681218912307656,0.5518709583221726
192,1,0.9014054140745729,2.357372054377856,1.0794773167511407,2.130865321665315,0.140746192188712,0.3021513557634591,0.5566941123399095
193,1,0.872951546975815,1.322322427549545,0.7538779595242927,0.17282056636416915,0.04277133676314854,0.3847387675091711,0.5312906245290278
194,1,0.6127589097509375,0.8346889515769323,1.1188955933403995,1.0055480872793654,0.08820509054850868,0.35919939602340156,0.5467255210158266
195,1,0.9200005997023404,1.9331757325564707,1.5469451502832303,0.7630409710837008,0.11957786421104959,0.3267538229626705,0.5531284029660093
196,1,1.8346905189591454,0.25476107182600916,0.8265484337602262,0.9076473798805805,0.18962238052623612,0.20697380262418735,0.5539449470199587
197,1,2.4729278216401616,0.6941443686874104,0.36378784542823234,1.1368325290584416,0.1328507180621554,0.22695754846937943,0.5312688478922973
198,1,3.2415942552286134,0.8712377561024132,0.9404657484206649,0.8742133294945289,0.1970149965030605,0.22516016509429243,0.5628351584272245
199,1,1.0442848737209827,2.4790953997939265,3.9138093540999646,1.3962931041803444,0.17354739012928452,0.2640632701911388,0.5622024930760355
200,1,0.9385450179420974,3.629860156322845,1.0807570191191544,1.0565369074598039,0.08622116489235002,0.3655405881824444,0.5475368554504912
201,1,0.7886161239600797,0.812164679543046,1.1929480501369034,0.828318527174168,0.10689194046004032,0.33780161493897365,0.5499540001110006
202,1,1.3487947184185554,1.0768380515779445,1.483851521350462,0.7767059946061032,0.1659020593471827,0.27245615576353704,0.5607843986015975
203,1,0.8805842328715676,1.196438564736828,1.0600886631328372,1.0835962974888371,0.10916943924971322,0.3368685679067612,0.5508263558878795
204,1,2.2691070280511094,0.482206880332021,0.26448696111677594,1.6684730588778727,0.13933847149057135,0.18786459990471102,0.5233439960731164
205,1,0.8556852382727665,2.568451354260025,0.9533438669359828,0.45092173806287145,0.04630716479901065,0.4078843658367178,0.5396771116740119
206,1,4.6015270333253415,1.3333443748107425,0.7397568245234323,0.6014490376089955,0.17157616424031513,0.2436363523871741,0.5553934365590606
207,1,1.490153449493029,0.6332164244981793,1.3225850614312398,2.2577561374898067,0.23165262770960893,0.19587671362558706,0.5717880204102055
208,1,0.3869166666877951,0.7894401573392921,1.405909091376388,3.1787638132082896,0.1409919841859654,0.302046453123957,0.5567903500361836
